Numéro Etablissement;Numéro entité juridique;Raison sociale;Raison sociale - Libellé long;Complément de raison sociale;Complément de distribution;Code Département;Département;Téléphone;Fax;Code catégorie d’établissement;Catégorie d'établissement;Code agrégat d’établissemen;Catégorie d’agrégat d’établissement;Code APE;Code MFT;Libellé MFT;Code SPH;Libellé SPH;Date d’ouverture;Date d’autorisation;Dernière date de MAJ;Année;Adresse;Code INSEE;Code postal;Commune;Coordonnées de l'établissement;EPCI
970465936;970402541;PHARMACIE LIGNE PARADIS;PHARMACIE LIGNE PARADIS;;;9D;LA REUNION;97410;ST PIERRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2004-08-05;;;2007;105 RTE LIGNE PARADIS;9D9D416;97410;ST PIERRE;-21.31056,55.472258;
970409769;970402004;PMI ENTRE DEUX;SERVICE PROTECTION MATERNELLE ET INFANTILE;;;9D;LA REUNION;97414;ENTRE DEUX;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1965-01-01;1965-01-01;2014-04-28;2015;2 R DU COMMERCE;9D9D403;97414;ENTRE DEUX;-21.248831,55.470722;
970431169;970462115;CRECHE MUNICIPALE;CRECHE MUNICIPALE DE SAINT    BENOIT;;LE BUTOR;9D;LA REUNION;97470;ST BENOIT;167;Crèche Collective;5101;Etab.Gard.Enf.Présco;;01;Etablissement Tarif Libre;;;1979-01-01;1979-01-01;1992-07-08;2010;RTE NATIONALE;9D9D410;97470;ST BENOIT;-21.080499,55.690947;
970404547;970400388;INTERMETRA METRAG;INTERMETRA METRAG;IMMEUBLE NEPTUNE;;9D;LA REUNION;97470;ST BENOIT;130;Centre de Soins Médicaux;2201;Dispensaires;99;indéterminé;;;1998-01-01;;;;2005;41 R GEORGES POMPIDOU;9D9D410;97470;ST BENOIT;-21.031209,55.710774;
970466033;970430898;FOYER MARIE POITTEVIN (UV ROGNARD);FOYER MARIE POITTEVIN - (UV ROGNARD LE TAMPON);;;9D;LA REUNION;97430;LE TAMPON;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;;08;Président du Conseil Général;;;1991-01-01;1999-08-01;2007-02-21;2013;63 R PERE ROGNARD;9D9D422;97430;LE TAMPON;-21.278322,55.522583;
970431540;970402004;PMI DU CHAUDRON;PMI DU CHAUDRON;;;9D;LA REUNION;97490;ST DENIS;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1970-01-01;1970-01-01;2009-04-06;2017;9 R DE L'ECOLE;9D9D411;97490;ST DENIS;-20.893459,55.491309;
970463857;970400594;PHARMACIE DE LANGEVIN;PHARMACIE DE LANGEVIN;;;9D;LA REUNION;97480;ST JOSEPH;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1990-11-27;1990-11-27;2010-08-25;2013;24 R CHARLES BAUDELAIRE;9D9D412;97480;ST JOSEPH;-21.381793,55.647661;
970463378;970402004;ETABLISSEMENT THERMAL IRENEE ACCOT;ETABLISSEMENT THERMAL IRENEE ACCOT;;;9D;LA REUNION;97413;CILAOS;126;Etablissement Thermal;1205;Autres Etab.Loi Hosp;;14;Organismes Nationaux de Sécurité Sociale;1;Etab.public de santé;1988-01-01;1988-01-01;2005-05-17;2011;RTE DU BRAS SEC;9D9D424;97413;CILAOS;-21.130386,55.476968;
970400065;970421038;CH GABRIEL MARTIN;CH GABRIEL MARTIN;;;9D;LA REUNION;97411;ST PAUL;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;8610Z;03;ARS établissements Publics de santé dotation globale;1;Etab.public de santé;1963-11-20;1963-11-20;2017-05-30;2017;38 R LABOURDONNAIS;9D9D415;97411;ST PAUL;-21.044717,55.322531;
970430450;970430948;E.S.A.T.  GEORGES MOY DE LA CROIX;ETS. & SERVICE D'AIDE PAR LE TRAVAIL GEORGES  MOY DE LACROIX;;;9D;LA REUNION;97430;LE TAMPON;246;Etablissements et services d'aide par le travail;4302;Trav.Prot.Adul.Handi;05;Préfet de Département établissements médico-sociaux;;;;2006-02-13;;;2007;90 R PAILLE EN QUEUE;9D9D422;97430;LE TAMPON;-21.305004,55.534601;
970464723;970401451;PHARMACIE DU BUTOR;;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2001-09-21;2002-09-02;2012-07-05;2014;318 R DU MARECHAL LECLERC;9D9D411;97400;ST DENIS;-20.88345,55.46353;
970466777;970462636;S. S. A. D. P. A.;SERVICE DE SOINS A DOMICILE POUR PERSONNES AGEES;;;9D;LA REUNION;97430;LE TAMPON;354;Service de Soins infirmiers à Domicile;4605;étab multi clientèle;05;Préfet de Département établissements médico-sociaux;;;1993-10-15;;;;2005;4 R FIDELIO ROBERT;9D9D422;97430;LE TAMPON;-21.269908,55.526747;
970464897;970401626;PHARMACIE RIVIERE DU MAT LES HT;PHARMACIE RIVIERE DU MAT LES HAUTS;;;9D;LA REUNION;97412;BRAS PANON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2002-03-21;;;2006;6 R AZEMA;9D9D402;97412;BRAS PANON;-20.981693,55.642902;
970431821;970402004;PMI DE BRAS-PANON;PMI DE BRAS-PANON;;;9D;LA REUNION;97412;BRAS PANON;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1965-01-01;1965-01-01;2014-04-28;2015;50 CHE RIVIERE DU MAT;9D9D402;97412;BRAS PANON;-20.993042,55.677954;
970405551;970405544;PHARMACIE DES MANGUIERS;;;;9D;LA REUNION;97419;LA POSSESSION;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2000-12-01;2009-10-01;2009-09-09;2009;11 R SALVADOR ALLENDE;9D9D408;97419;LA POSSESSION;-20.945552,55.330192;
970464723;970401451;PHARMACIE DU BUTOR;;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2001-09-21;2002-09-02;2012-07-05;2015;318 R DU MARECHAL LECLERC;9D9D411;97400;ST DENIS;-20.88345,55.46353;
970465449;970402178;PHARMACIE DES POINSETIAS;PHARMACIE DES POINSETIAS;;;9D;LA REUNION;97411;BOIS DE NEFLES ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2003-07-02;;;2007;39 R DE L'EGLISE;9D9D415;97411;BOIS DE NEFLES ST PAUL;-21.044717,55.322531;
970405056;970405031;PHARMACIE DE L' EPERON;;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2006-04-10;;;2007;1 R DU POIVRE VERT;9D9D415;97435;ST GILLES LES HAUTS;-21.042313,55.253762;
970466835;970430898;FOYER MARIE POITTEVIN;FOYER MARIE POITTEVIN  -  SAINT-BENOIT;;;9D;LA REUNION;97470;ST BENOIT;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;1993-09-01;;;;2005;93 R AMIRAL BOUVET;9D9D410;97470;ST BENOIT;-21.038036,55.720881;
970409157;970430898;CMPP ANTENNE ST PIERRE;CMPP ANTENNE DE SAINT PIERRE;;RESIDENCE DES FRANCOLINS;9D;LA REUNION;97410;ST PIERRE;189;Centre Médico-Psycho-Pédagogique (C.M.P.P.);4106;Serv.Dom.Ambul.Handi;;05;Préfet de Département établissements médico-sociaux;;;2006-12-18;2012-08-29;2013-01-21;2014;43 R DU FOUR A CHAUX;9D9D416;97410;ST PIERRE;-21.342737,55.474091;
970432340;970402004;DISPENSAIRE LA PLAINE;;;;9D;LA REUNION;97460;ST PAUL;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;;01;Etablissement Tarif Libre;;;1991-08-01;1991-08-01;2009-04-06;2009;49 CHE DES COMBAVAS;9D9D415;97460;ST PAUL;-21.029566,55.265836;
970406930;970430906;I.M.E. LA MONTAGNE (INTERNAT ST DENIS);INSTITUT MEDICO EDUCATIF LA MONTAGNE (INTERNAT DE ST DENIS);;;9D;LA REUNION;97400;ST DENIS;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;;05;Préfet de Département établissements médico-sociaux;;;2003-09-05;2003-09-06;2011-11-16;2012;33 R GENERAL DE GAULLE;9D9D411;97400;ST DENIS;-20.885635,55.449486;
970464681;970401410;PHARMACIE LES GREVILLEAS;PHARMACIE DES GREVILLEAS;;;9D;LA REUNION;97422;LA SALINE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2000-08-09;2000-10-01;2009-03-17;2011;1 CHE L' EVEQUE;9D9D415;97422;LA SALINE;-21.083483,55.269463;
970463360;970400396;ARAR & HAD BPDOUM (ASS RESPIRATOIRE);ARAR & HAD BPDOUM (ASSISTANCE RESPIRATOIRE);;;9D;LA REUNION;97419;LA POSSESSION;422;Traitements Spécialisés à Domicile;1201;Soins à Domicile;;07;ARH établissements de santé non financés dotation globale;0;non PSPH;1986-12-01;1986-12-01;2007-02-16;2009;4 R DE HANOI;9D9D408;97419;LA POSSESSION;-20.947878,55.327692;
970465019;970401741;PHARMACIE LE  PAILLE EN QUEUE NORD;PHARMACIE PAILLE EN QUEUE;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2006-02-09;;;2008;2 R MONTHYON;9D9D411;97400;ST DENIS;-20.887869,55.453676;
970402798;970402749;PHARMACIE PILLET;PHARMACIE PILLET;;;9D;LA REUNION;97435;ST GILLES LES HAUTS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;2001-04-23;2002-02-06;2010-08-25;2012;6 RTE DE FATIMA;9D9D415;97435;ST GILLES LES HAUTS;-21.0996,55.273101;
970406492;590799730;FAO GERNEZ RIEUX (SAINT PIERRE);FOYER D'ACCUEIL OCCUPATIONNEL GERNEZ RIEUX (ST PIERRE);;;9D;LA REUNION;97432;RAVINE DES CABRIS;252;Foyer Hébergement Adultes Handicapés;4301;Héberg.Adultes Handi;;08;Président du Conseil Général;;;2003-01-01;2004-08-24;2014-08-06;2015;LIGNE DES BAMBOUS;9D9D416;97432;RAVINE DES CABRIS;-21.300898,55.492623;
970404943;970404935;PHARMACIE VERTE;PHARMACIE VERTE;;;9D;LA REUNION;97450;ST LOUIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2000-09-07;2006-09-28;2008-02-04;2016;72 R LEONUS BENARD;9D9D414;97450;ST LOUIS;-21.286856,55.414386;
970407847;130804370;IETP SENSORIEL;IETP SENSORIEL STE-MARIE_IRSAM;;;9D;LA REUNION;97438;STE MARIE;186;Institut Thérapeutique Éducatif et Pédagogique (I.T.E.P.);4102;Enf.Trouble.Conduite;;05;ARS établissements médico-soc. non financés dotation globale;;;2010-07-19;2011-11-07;2016-08-26;2017;66 R DES CAMPHRIERS;9D9D418;97438;STE MARIE;-20.930765,55.544861;
970407565;970405924;LA HALTE PÈRE ETIENNE GRIENENBERGER;;;;9D;LA REUNION;97400;ST DENIS;219;Autre Centre d'Accueil;4601;Adult.Fam.Difficulté;8790B;02;Autorité Ministérielle;;;;2009-08-10;2010-08-25;2010;66 R D'APRES;9D9D411;97400;ST DENIS;-20.888037,55.458093;
970432191;970402004;DISPENSAIRE ETANG-SALE;DISPENSAIRE DE L'ETANG-SALE;;;9D;LA REUNION;97427;L ETANG SALE;223;Protection Maternelle et Infantile (P.M.I.);2202;PMI Plani. Familiale;8621Z;01;Etablissement Tarif Libre;;;1965-01-01;1965-01-01;2014-04-28;2014;117 AV RAYMOND BARRE;9D9D404;97427;L ETANG SALE;-21.263924,55.363757;
970407870;970408324;L.B.M. ZAC L' AVENIR;L.B.M. ZAC L' AVENIR;;ZAC AVENIR;9D;LA REUNION;;97450;ST LOUIS;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;1;Etablissement Tarif Libre;;;2010-02-12;2010-02-12;2014-03-21;2018;15 R DE CHINE;;97450;ST LOUIS;-21.289336,55.406522;
970406666;970406658;PHARMACIE PETIT BAZAR;PHARMACIE PETIT BAZAR;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2006-07-26;2007-03-13;2007-11-16;2016;1631 AV ILE DE FRANCE;9D9D409;97440;ST ANDRE;-20.946041,55.647941;
970431524;970402004;CIRCONSCRIPTION I ST DENIS;CIRCONS DE SERVICE SOCIAL ET  D ACTION SOCIALE;;LE RUISSEAU   S.H.L.M.R. 89 90;9D;LA REUNION;97400;ST DENIS;359;Centre Circonscription Sanitaire et Sociale;5104;Etab.Aide à Famille;;01;Etablissement Tarif Libre;;;1964-01-01;1964-01-01;1993-05-25;2009;;9D9D411;97400;ST DENIS;-20.943522,55.448016;
970408555;970408324;REUNILAB PITON ST LEU;REUNILAB PITON SAINT LEU;;;9D;LA REUNION;97424;LE PITON ST LEU;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;8690B;01;Etablissement Tarif Libre;;;2013-10-28;2013-10-28;2014-05-15;2014;21 R ADRIEN LAGOURGUE;9D9D413;97424;LE PITON ST LEU;-21.217264,55.309711;
970408886;970407904;CERBALLIANCE LE TAMPON;CERBALLIANCE LE TAMPON;;;9D;LA REUNION;97430;LE TAMPON;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2012-07-02;2012-07-02;2016-07-12;2017;201 R HUBERT DELISLE;9D9D422;97430;LE TAMPON;-21.28037,55.516694;
970431458;970402004;CIRCONSCRIPTION 7 TAMPON;CIRCONSCRIPTION DE SERVICE SOCIAL ET  D ACTION SOCIALE;;;9D;LA REUNION;97430;LE TAMPON;359;Centre Circonscription Sanitaire et Sociale;5104;Etab.Aide à Famille;;01;Etablissement Tarif Libre;;;1964-01-01;1964-01-01;1999-12-14;2011;21 R EVENOR LALLEMAND;9D9D422;97430;LE TAMPON;-21.284773,55.520523;
970400099;970403614;GROUPE HOSPITALIER SUD REUNION;GROUPE HOSPITALIER SUD REUNION;;;9D;LA REUNION;97413;CILAOS;355;Centre Hospitalier (C.H.);1102;Centres Hospitaliers;;03;ARH établissements Publics de santé dotation globale;1;Etab.public de santé;1985-01-01;1985-01-01;2004-07-30;2009;R FLEURS JAUNES;9D9D424;97413;CILAOS;-21.133756,55.479324;
970465258;970401972;PHARMACIE DE SAINT PAUL;PHARMACIE DE SAINT PAUL;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;4773Z;01;Etablissement Tarif Libre;;;1998-05-11;1998-10-12;2010-08-25;2011;155 CHS ROYALE;9D9D415;97460;ST PAUL;-21.009714,55.275459;
970408670;970408654;SITE DE BRAS FUSIL ( SAINT BENOIT );SITE DE BRAS FUSIL SAINT BENOIT;;;9D;LA REUNION;97470;ST BENOIT;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2011-12-16;2011-12-16;2012-01-25;2015;ZAC MADELEINE;9D9D410;97470;ST BENOIT;-21.059548,55.695444;
970432043;970402004;DISPENSAIRE    DU  23EME;DISPENSAIRE    DU  23EME   -   LA PLAINE-DES-CAFRES;;;9D;LA REUNION;97418;LA PLAINE DES CAFRES;223;Protection Maternelle et Infantile (P.M.I.).;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;1991-08-01;;;;2005;3 R MARIE POITTEVIN;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970466272;590799730;ESAT JEAN CLERMONT (ST ANDRE);ETS & SERVICE D'AIDE PAR LE TRAVAIL JEAN CLERMONT (ST ANDRE);;;9D;LA REUNION;97440;ST ANDRE;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Trav.Prot.Adul.Handi;8810C;05;Préfet de Département établissements médico-sociaux;;;1991-10-28;1994-11-01;2012-12-19;2014;1213 CHE PATELIN;9D9D409;97440;ST ANDRE;-20.971812,55.675055;
970407573;970400222;AREL;ASSOCIATION REUNIONNAISE D'ENTRAIDE AUX LIBERES;;;9D;LA REUNION;97400;ST DENIS;219;Autre Centre d'Accueil;4601;Adult.Fam.Difficulté;;05;Préfet de Département établissements médico-sociaux;;;;2009-08-10;2014-03-12;2014;63 R MONSEIGNEUR DE BEAUMONT;9D9D411;97400;ST DENIS;-20.883531,55.457783;
970462347;970400321;C. P. E. F.    -    LE TAMPON;CENTRE DE PLANIFICATION ET D'EDUCATION FAMILIALES  LE TAMPON;A. R. O. F.;;9D;LA REUNION;97430;LE TAMPON;228;Centre Planification ou Éducation Familiale;2202;PMI Plani. Familiale;01;Etablissement Tarif Libre;;;;2005-02-02;;;2007;43 R VICTOR HUGO;9D9D422;97430;LE TAMPON;-21.278709,55.518915;
970464079;970400818;PHARMACIE DU COLOSSE;PHARMACIE DU COLOSSE;;;9D;LA REUNION;97440;ST ANDRE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1992-07-29;2012-04-28;2017-12-07;2017;5 R DU LAVOIR;9D9D409;97440;ST ANDRE;-20.932543,55.648461;
970402871;970402863;""" LABO CENTRAL """;"LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE ""LABO CENTRAL""";;;9D;LA REUNION;97430;LE TAMPON;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;1983-08-10;;;;2005;221 R HUBERT DELISLE;9D9D422;97430;LE TAMPON;-21.279875,55.516146;
970465142;970401873;PHARMACIE PRINCIPALE;PHARMACIE MOREL;;;9D;LA REUNION;97460;ST PAUL;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;;2005-07-12;;;2006;16 R MARIUS ET ARY LEBLOND;9D9D415;97460;ST PAUL;-21.008987,55.271101;
970464145;970400883;PHARMACIE PICHANE;PHARMACIE PICHANE;;;9D;LA REUNION;97470;ST BENOIT;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1981-08-26;2011-04-04;2017-10-23;2017;57 R AMIRAL BOUVET;9D9D410;97470;ST BENOIT;-21.03632,55.718467;
970408506;970408498;SITE NOVESCIA SAINTE CLOTILDE;SITE NOVESCIA SAINTE CLOTILDE;;;9D;LA REUNION;97490;STE CLOTILDE;611;Laboratoire de Biologie Médicale;3101;Labo Biolog Médicale;;01;Etablissement Tarif Libre;;;2011-11-14;2011-11-14;2012-06-15;2012;2 R DE LA CLINIQUE;9D9D411;97490;STE CLOTILDE;-20.902079,55.477978;
970404455;970404430;PHARMACIE MONTGAILLARD;PHARMACIE MONTGAILLARD;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1998-01-26;2002-10-11;2009-09-24;2014;1  ROCADE DE L'OASIS;9D9D411;97400;ST DENIS;-20.898645,55.466737;
970404190;970404182;PHARMACIE DU GRAND BLEU;PHARMACIE DU GRAND BLEU;;;9D;LA REUNION;97442;ST PHILIPPE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1996-08-06;;;;2005;80 RTE NATIONALE 2;9D9D417;97442;ST PHILIPPE;-21.369432,55.726086;
970403838;970430898;FOYER MARIE POITTEVIN (UV HERMANN);FOYER MARIE POITTEVIN (UV HERMANN - LE TAMPON);;;9D;LA REUNION;97430;LE TAMPON;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;;08;Président du Conseil Général;;;1991-01-01;2002-10-01;2007-02-21;2013;151 R HERMANN;9D9D422;97430;LE TAMPON;-21.266996,55.52176;
970466199;970430948;FOYER HEBERGE. GEORGES MOY DE LA CROIX;FOYER  D'HEBERGEMENT  GEORGES MOY DE LA CROIX;;;9D;LA REUNION;02 62 27 09 87;97430;LE TAMPON;Foyer Hébergement Adultes Handicapés;4301;Héberg.Adultes Handi;;8;Président du Conseil Départemental;;;2017-03-01;1972-01-24;2017-04-21;2018;72 R LECONTE DELISLE;;97430;LE TAMPON;-21.275226,55.523356;
970466892;970466595;S. I. O. E.  -  A. R. P. E. J. E.;SERVICE D'INVESTIGATION ET D'ORIENTATION EDUCATIVE - ARPEJE;;;9D;LA REUNION;97436;ST LEU;440;Service Investigation Orientation Educative (S.I.O.E.);4505;Etab.Expéri.Enf.Prot;10;Autorité Conjointe Préfet Dépt et PCG (1 arr);;;;2005-05-11;;;2008;35 R GENERAL LAMBERT;9D9D413;97436;ST LEU;-21.16241,55.288139;
970404265;970404257;PHARMACIE DE LA CHATOIRE;PHARMACIE DE LA CHATOIRE;;;9D;REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;99;indéterminé;;;1997-06-30;;;;2004;91 AV DE L'EUROPE;9D9D422;97430;LE TAMPON;-21.273627,55.507603;
970465670;970402400;WAPHARM;WAPHARM;;;9D;LA REUNION;02 62 38 31 41;97425;LES AVIRONS;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;1;Etablissement Tarif Libre;;;1978-04-13;2007-01-04;2010-02-27;2018;3 R DES MERLES;;97425;LES AVIRONS;-21.209062,55.35708;
970465126;970401857;PHARMACIE DU PITON;PHARMACIE DU PITON;;;9D;LA REUNION;97424;ST LEU;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2002-02-25;2010-10-01;2017-10-23;2017;19 R ADRIEN LAGOURGUE;9D9D413;97424;ST LEU;-21.215588,55.306669;
970404596;970404570;PHARMACIE DE BOUCAN;PHARMACIE DE BOUCAN;;;9D;LA REUNION;97434;ST GILLES LES BAINS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;1998-09-04;2011-09-01;2011-09-01;2015;19 PL DES COQUILLAGES;9D9D415;97434;ST GILLES LES BAINS;-21.050416,55.231759;
970403945;970403937;PHARMACIE DU BASSIN BLEU;;;;9D;LA REUNION;97437;STE ANNE;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;99;Indéterminé;;;1995-07-11;2008-06-09;2009-05-29;2011;227 RTE NATIONALE II;9D9D410;97437;STE ANNE;-21.091991,55.649119;
970464459;970401188;PHARMACIE DU BOIS COURT;PHARMACIE DU BOIS COURT;;;9D;REUNION;97418;LA PLAINE DES CAFRES;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1985-06-26;;;;2004;5 R RAPHAEL DOUYERE;9D9D422;97418;LA PLAINE DES CAFRES;-21.222465,55.559851;
970464368;970401097;SELARL DES ARUMS;SELARL DES ARUMS;;;9D;LA REUNION;97400;ST DENIS;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;01;Etablissement Tarif Libre;;;1987-07-23;;;;2005;112 R MONTHYON;9D9D411;97400;ST DENIS;-20.886976,55.458077;
970405205;970430898;S.E.S.S.A.D./C.E.A.P. LES MIMOSAS;SESSAD/CENTRE ENF. ADO. POLYHANDICA LES MIMOSAS (BOIS OLIVES;;;9D;LA REUNION;97432;RAVINE DES CABRIS;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Serv.Dom.Ambul.Handi;8710B;05;Préfet de Département établissements médico-sociaux;;;1993-09-20;1993-09-20;2011-06-30;2013;CHE ALBERT BARBOT;9D9D416;97432;RAVINE DES CABRIS;-21.287257,55.482041;
970400040;970430898;"IME - IMS""CH.ISAUTIER"" (IMP ST PIERRE)";"INSTITUT MEDICO EDUCATIF - IMS""CH.ISAUTIER"" ( IMP ST PIERRE)";;;9D;LA REUNION;97410;ST PIERRE;183;Institut Médico-Educatif (I.M.E.);4101;Déf.Mentaux et Hand.;;05;Préfet de Département établissements médico-sociaux;;;1968-04-16;1984-10-01;2013-09-25;2013;80 BD HUBERT DELISLE;9D9D416;97410;ST PIERRE;-21.339147,55.459144;
970405536;970405510;PHARMACIE DU BRAS CREUX;;;;9D;LA REUNION;97430;LE TAMPON;620;Pharmacie d'Officine;3201;Com.Biens Usage Méd.;;01;Etablissement Tarif Libre;;;2009-08-07;2009-11-26;2010-04-28;2014;183 CHE CHALET;9D9D422;97430;LE TAMPON;-21.256398,55.534278;
970466603;970400115;SERVICE AEMO A.E.J.R./ARPEJE;SERVICE AEMO A.E.J.R./ARPEJE;;;9D;LA REUNION;02 62 34 82 00;97436;ST LEU;Service Action Educative en Milieu Ouvert (A.E.M.O.);4504;Protection Enfance;8899A;10;Autorité Conjointe Préfet ou ARS et PCD (1 arrêté);;;1992-01-01;1992-01-07;2017-07-12;2018;88 R GENERAL LAMBERT;;97436;ST LEU;-21.167851,55.287791;
970406617;970430898;FOYER MARIE POITTEVIN (UV LORION);FOYER MARIE POITTEVIN  (UV LORION - ST-PIERRE);;;9D;LA REUNION;97410;ST PIERRE;177;Maison d'Enfants à Caractère Social;4501;Aide Sociale Enfance;;08;Président du Conseil Général;;;2003-11-27;2003-11-27;2007-02-21;2014;42 R LORION;9D9D416;97410;ST PIERRE;-21.337525,55.470099;
970464079;970400818;PHARMACIE DU COLOSSE;PHARMACIE DU COLOSSE;;;9D;LA REUNION;0262582033;0026258203;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;;01;Etablissement Tarif Libre;;;2018-01-01;1992-07-29;2019-02-23;2019;5 R DU LAVOIR;9D409;97440;ST ANDRE;-20.932543,55.648461;
970403440;970403432;LABORATOIRE D'ANALYSES ROUSSE;LABORATOIRE D'ANALYSES BIOLOGIE MEDICALE ROUSSE;;;9D;REUNION;97420;LE PORT;610;Laboratoire d'Analyses;3101;Labo. d'Analyses;01;Etablissement Tarif Libre;;;1983-02-17;;;;2004;2 R DE CHERBOURG;9D9D407;97420;LE PORT;-20.938557,55.29675;
970466843;970400172;RELAIS FAMILIAL ROSE DES BOIS;RELAIS FAMILIAL ROSE DES BOIS;;;9D;LA REUNION;97400;ST DENIS;166;Établissement d'Accueil Mère-Enfant;4501;Aide Sociale Enfance;08;Président du Conseil Général;;;1993-01-01;;;;2005;10 R DES AJONCS;9D9D411;97400;ST DENIS;-20.898874,55.457309;
970406682;970400248;C.R.I.A REUNION MAYOTTE (EX CIERA);CTRE DE RESSOURCES INTERREGIONAL PR AUTISME REUNION MAYOTTE;;;9D;LA REUNION;0262225932;0262442633;461;Centres de Ressources S.A.I. (Sans Aucune Indication);4606;Centres de ressources;;34;ARS / DG dotation globale;;;2007-10-01;2006-12-18;2016-04-05;2019;14 RLE RIVIERE;9D413;97436;ST LEU;-21.169438,55.289241;
970463386;970462693;SERVICE AIDE MENAGERE;SERVICE AIDE MENAGERE;;MAIRIE;9D;LA REUNION;97430;LE TAMPON;208;Service d'Aide Ménagère à Domicile;4403;Serv.Soc.Pers.Agées;8810A;01;Etablissement Tarif Libre;;;1983-09-15;1983-09-15;2010-08-25;2017;;9D9D422;97430;LE TAMPON;-21.225067,55.559065;
970405452;970405403;SODIA JEANNE D'ARC;SODIA JEANNE D'ARC;;;9D;LA REUNION;0262424366;0262424367;146;Structure d'Alternative à la dialyse en centre;1203;Dialyse Ambulatoire;8610Z;07;ARS établissements de santé non financés dotation globale;0;Non concerné;2003-09-15;2001-09-28;2019-02-25;2019;16 R JULES FERRY;9D407;97420;LE PORT;-20.936519,55.294665;
